transaction_id,sender_id,receiver_id,amount,timestamp
86,4161,99617,249081,2019-05-15 08:27:00
87,4161,34858,249081,2019-06-19 09:13:00
88,4161,28744,249081,2019-02-21 12:14:00
89,4161,43619,249081,2019-05-03 13:21:00
90,4161,96342,249082,2019-03-06 13:59:00
91,4161,27404,249082,2019-05-31 14:39:00
92,4161,1599,249082,2019-06-15 11:02:00
93,4161,98501,249082,2019-04-26 14:40:00
94,4161,94376,249082,2019-03-03 08:06:00
95,4161,44546,249082,2019-06-18 12:25:00
96,4161,6724,249082,2019-06-22 13:58:00
97,4161,10834,249082,2019-06-14 13:33:00
98,4161,88949,249082,2019-03-05 15:22:00
99,4161,54547,249082,2019-05-21 13:15:00
100,4161,76270,249082,2019-03-10 08:46:00
101,4161,64321,249082,2019-04-26 11:19:00
102,4161,73770,249082,2019-06-16 14:15:00
103,4161,39477,249082,2019-03-26 10:08:00
104,4161,29501,249082,2019-06-11 09:09:00
105,4161,2174,249082,2019-05-03 13:25:00
106,4161,83480,249082,2019-05-25 12:15:00
107,4161,49193,249082,2019-02-23 13:23:00
108,33203,7242,882647,2019-03-14 10:24:00
109,33203,784,882647,2019-05-26 11:10:00
110,33203,65196,882647,2019-07-06 09:36:00
111,33203,80364,882647,2019-02-26 15:14:00
112,33203,8056,882647,2019-07-02 12:53:00
113,33203,69621,882647,2019-05-07 13:58:00
114,33203,97479,882648,2019-06-04 15:08:00
115,33203,34537,882648,2019-06-11 14:44:00
116,33203,15088,882648,2019-07-17 11:31:00
117,41969,65969,1835026,2019-03-26 12:37:00
118,41969,13881,1835026,2019-02-26 14:29:00
119,41969,76026,1835027,2019-07-05 09:53:00
120,41969,92875,1835027,2019-04-26 14:31:00
121,41969,69841,1835027,2019-07-09 14:27:00
122,37177,21392,362164,2019-03-09 12:03:00
123,37177,90607,362164,2019-05-19 08:37:00
124,37177,88400,362164,2019-06-14 10:31:00
125,37177,70964,362164,2019-07-16 13:13:00
126,37177,63029,362164,2019-04-15 12:00:00
127,37177,80337,362164,2019-03-15 13:43:00
128,37177,14656,362164,2019-05-26 13:50:00
129,37177,89730,362164,2019-07-11 09:22:00
130,37177,93055,362164,2019-04-20 13:19:00
131,37177,68699,362164,2019-03-15 12:50:00
132,37177,68229,362164,2019-04-12 14:04:00
133,37177,13407,362164,2019-05-06 10:43:00
134,37177,887,362164,2019-06-22 15:41:00
135,37177,48011,362164,2019-05-21 10:25:00
136,37177,3092,362164,2019-04-11 13:18:00
137,37177,57772,362164,2019-03-03 12:57:00
138,37177,31269,362164,2019-07-05 11:30:00
139,37177,69355,362164,2019-06-13 12:34:00
140,37177,9363,362164,2019-03-02 10:13:00
141,37177,30714,362164,2019-07-06 10:29:00
142,37177,39631,362164,2019-02-23 09:54:00
143,37177,33994,362164,2019-07-10 15:04:00
144,37177,96016,362164,2019-03-17 11:53:00
145,37177,67648,362164,2019-03-30 13:38:00
146,31439,89434,554345,2019-06-11 11:22:00
147,31439,90146,554345,2019-04-28 08:03:00
148,31439,8611,554345,2019-04-03 09:39:00
149,31439,3183,554345,2019-05-22 08:33:00
150,31439,18533,554345,2019-07-03 13:00:00
151,31439,6470,554345,2019-04-30 13:51:00
152,31439,27405,554345,2019-07-01 14:49:00
153,31439,97140,554345,2019-05-02 10:37:00
154,31439,58911,554346,2019-05-07 15:56:00
155,31439,20213,554346,2019-05-24 13:06:00
156,31439,17450,554346,2019-04-14 13:51:00
157,31439,63072,554346,2019-02-28 15:48:00
158,31439,84089,554346,2019-04-19 12:58:00
159,31439,42081,554346,2019-02-27 13:07:00
160,84352,79147,640046,2019-06-13 09:54:00
161,84352,80053,640046,2019-02-21 08:30:00
162,84352,61309,640047,2019-04-19 10:45:00
163,84352,54502,640047,2019-06-05 10:09:00
164,84352,94793,640047,2019-06-19 09:11:00
165,84352,24728,640047,2019-03-13 09:45:00
166,84352,36919,640047,2019-06-28 09:20:00
167,84352,46738,640047,2019-06-14 09:13:00
168,84352,62404,640047,2019-04-08 15:36:00
169,84352,49860,640047,2019-07-15 15:00:00
170,84352,9117,640047,2019-06-06 08:18:00
171,95615,43405,708894,2019-04-29 08:54:00
172,95615,97885,708894,2019-03-06 10:57:00
173,95615,15768,708894,2019-05-29 14:24:00
174,95615,13218,708894,2019-03-10 12:09:00
175,95615,93239,708894,2019-05-30 13:15:00
176,95615,20217,708895,2019-03-16 15:01:00
177,95615,13591,708895,2019-06-28 14:12:00
178,95615,65665,708895,2019-02-21 13:04:00
179,95615,27376,708895,2019-03-23 13:58:00
180,95615,1638,708895,2019-04-26 11:53:00
181,95615,35853,708895,2019-06-10 13:31:00
182,95615,70742,708895,2019-03-19 11:54:00
183,41220,39061,1769355,2019-06-24 14:07:00
184,41220,48727,1769355,2019-04-22 13:08:00
185,41220,21809,1769355,2019-04-03 14:12:00
186,41220,26639,1769356,2019-06-03 10:35:00
187,39284,62427,274171,2019-06-08 08:35:00
188,39284,87467,274171,2019-03-22 12:24:00
189,39284,53948,274171,2019-05-20 10:31:00
190,39284,5032,274171,2019-06-10 08:50:00
191,39284,68774,274171,2019-06-11 09:39:00
192,39284,40321,274171,2019-03-25 11:15:00
193,39284,95596,274171,2019-06-17 08:56:00
194,39284,2955,274171,2019-06-24 12:30:00
195,39284,91794,274171,2019-07-09 08:05:00
196,39284,45479,274171,2019-06-25 09:17:00
197,39284,63272,274171,2019-03-09 15:45:00
198,39284,67144,274171,2019-07-04 09:31:00
199,39284,7228,274171,2019-05-06 12:59:00
200,39284,47704,274171,2019-06-23 15:43:00
201,39284,74691,274171,2019-06-18 10:32:00
202,39284,4429,274171,2019-07-03 14:11:00
203,39284,13670,274171,2019-07-01 11:54:00
204,39284,85867,274171,2019-07-12 14:38:00
205,39284,18192,274171,2019-06-07 11:16:00
206,39284,28414,274171,2019-07-19 10:59:00
207,39284,55092,274171,2019-03-22 11:36:00
208,39284,4394,274171,2019-03-30 08:16:00
209,39284,74901,274171,2019-06-23 11:35:00
210,39284,2683,274171,2019-06-28 12:27:00
211,39284,87826,274171,2019-02-21 11:08:00
212,39284,13963,274171,2019-03-06 15:23:00
213,39284,29925,274171,2019-07-10 10:07:00
214,39284,61097,274172,2019-03-04 12:59:00
215,39284,13638,274172,2019-06-01 12:21:00
216,82688,77924,292038,2019-05-31 11:17:00
217,82688,91706,292038,2019-02-27 14:21:00
218,82688,87880,292038,2019-03-31 13:40:00
219,82688,18305,292038,2019-05-31 11:10:00
220,82688,74062,292038,2019-05-05 08:47:00
221,82688,83006,292038,2019-05-23 09:58:00
222,82688,39778,292038,2019-05-30 14:01:00
223,82688,32368,292038,2019-04-20 11:43:00
224,82688,12943,292038,2019-03-12 11:23:00
225,82688,67262,292038,2019-04-13 09:31:00
226,82688,48186,292038,2019-06-05 13:29:00
227,82688,6015,292038,2019-06-30 14:10:00
228,82688,34921,292038,2019-04-11 12:49:00
229,82688,28976,292038,2019-04-29 08:30:00
230,82688,16779,292038,2019-06-09 11:07:00
231,82688,88240,292038,2019-02-28 09:05:00
232,82688,4870,292038,2019-04-09 15:22:00
233,82688,32981,292038,2019-07-14 14:36:00
234,82688,75676,292038,2019-03-29 08:30:00
235,82688,69388,292038,2019-04-08 12:36:00
236,82688,97318,292038,2019-04-11 11:33:00
237,82688,42411,292039,2019-04-04 10:15:00
238,82688,13222,292039,2019-06-08 08:56:00
239,82688,99496,292039,2019-04-30 14:52:00
240,82688,1932,292039,2019-03-25 13:28:00
241,30965,80135,398394,2019-03-27 11:40:00
242,30965,88488,398394,2019-06-06 09:03:00
243,30965,57075,398394,2019-06-15 11:46:00
244,30965,40167,398394,2019-03-26 11:36:00
245,30965,24981,398394,2019-02-24 13:54:00
246,30965,57149,398394,2019-06-01 10:16:00
247,30965,14030,398394,2019-05-28 14:26:00
248,30965,45553,398394,2019-06-18 11:01:00
249,30965,80750,398394,2019-05-09 11:35:00
250,30965,49600,398394,2019-05-26 12:00:00
251,30965,93262,398394,2019-04-06 11:52:00
252,30965,25307,398394,2019-04-14 12:31:00
253,30965,63112,398394,2019-04-23 12:41:00
254,30965,14080,398394,2019-04-19 13:14:00
255,30965,95733,398394,2019-06-02 12:03:00
256,30965,63228,398394,2019-05-01 14:14:00
257,30965,4845,398394,2019-07-07 08:14:00
258,30965,45785,398395,2019-07-02 09:50:00
259,30965,74470,398395,2019-07-05 10:15:00
260,30965,32822,398395,2019-06-20 13:29:00
261,30965,23309,398395,2019-03-10 15:42:00
262,72032,68884,391866,2019-06-16 13:47:00
263,72032,35234,391866,2019-04-30 10:05:00
264,72032,44712,391866,2019-05-01 08:56:00
265,72032,21863,391867,2019-06-12 14:25:00
266,72032,30284,391867,2019-04-14 12:17:00
267,72032,68776,391867,2019-04-20 10:38:00
268,72032,77528,391867,2019-06-19 15:56:00
269,72032,13268,391867,2019-07-20 13:12:00
270,72032,12595,391867,2019-04-07 11:56:00
271,72032,27847,391867,2019-06-11 09:38:00
272,72032,15477,391867,2019-03-23 10:22:00
273,72032,57885,391867,2019-02-23 09:56:00
274,72032,76683,391867,2019-02-24 10:40:00
275,72032,45427,391867,2019-03-05 13:32:00
276,72032,92818,391867,2019-02-22 11:21:00
277,72032,49478,391867,2019-06-13 14:46:00
278,72032,67354,391867,2019-05-13 15:16:00
279,72032,44038,391867,2019-03-20 08:23:00
280,72032,31247,391867,2019-05-18 15:35:00
281,72032,82095,391867,2019-06-25 10:49:00
282,72032,63396,391867,2019-05-08 09:22:00
283,24041,96977,322413,2019-03-03 12:37:00
284,24041,33426,322413,2019-04-02 08:53:00
285,24041,46541,322413,2019-07-10 13:44:00
286,24041,23893,322413,2019-04-28 13:26:00
287,24041,86853,322413,2019-04-05 12:11:00
288,24041,45493,322413,2019-02-25 08:14:00
289,24041,33601,322413,2019-03-09 11:02:00
290,24041,16524,322413,2019-04-30 08:56:00
291,24041,56913,322413,2019-04-21 08:02:00
292,24041,36891,322413,2019-04-04 10:36:00
293,24041,18626,322413,2019-06-16 12:39:00
294,24041,1666,322413,2019-04-18 09:55:00
295,24041,34756,322413,2019-06-25 11:31:00
296,24041,66669,322413,2019-03-30 10:14:00
297,24041,55422,322413,2019-07-13 08:32:00
298,24041,39060,322413,2019-02-26 14:51:00
299,24041,88176,322413,2019-06-06 10:39:00
300,24041,21197,322413,2019-05-20 10:43:00
301,24041,92217,322414,2019-04-08 08:26:00
302,24041,39661,322414,2019-05-23 09:37:00
303,24041,56984,322414,2019-03-20 08:02:00
304,24041,9570,322414,2019-03-10 11:16:00
305,24041,49937,322414,2019-04-11 09:23:00
306,82410,59581,713808,2019-05-25 11:41:00
307,82410,21955,713809,2019-03-05 11:52:00
308,82410,15915,713809,2019-06-17 11:46:00
309,82410,94012,713809,2019-07-05 12:23:00
310,82410,25362,713809,2019-06-10 10:57:00
311,82410,27412,713809,2019-04-15 15:30:00
312,82410,79849,713809,2019-04-20 13:09:00
313,82410,26063,713809,2019-05-05 08:32:00
314,82410,77984,713809,2019-05-04 10:08:00
315,82410,41940,713809,2019-02-27 14:20:00
316,82410,88645,713809,2019-03-18 10:03:00
317,82410,87881,713809,2019-02-23 14:43:00
318,24441,12242,2954186,2019-07-15 14:39:00
319,24441,23236,2954186,2019-03-31 09:19:00
320,24441,94201,2954186,2019-04-20 15:25:00
321,43439,91672,502828,2019-05-12 08:49:00
322,43439,36605,502828,2019-07-05 13:05:00
323,43439,82179,502828,2019-03-13 13:56:00
324,43439,12117,502828,2019-07-05 15:19:00
325,43439,53631,502828,2019-06-17 13:58:00
326,43439,48679,502828,2019-07-06 14:15:00
327,43439,13115,502828,2019-02-27 08:18:00
328,43439,63955,502828,2019-03-14 08:13:00
329,43439,16638,502828,2019-04-02 08:35:00
330,43439,46827,502828,2019-05-20 11:02:00
331,43439,46060,502828,2019-06-16 11:05:00
332,43439,60266,502828,2019-03-11 10:29:00
333,43439,5029,502828,2019-03-05 09:32:00
334,43439,62290,502828,2019-07-13 10:57:00
335,43439,89414,502828,2019-04-08 15:25:00
336,43439,94137,502828,2019-04-04 15:36:00
337,43439,58551,502828,2019-03-28 11:29:00
338,43439,71167,502828,2019-07-20 08:52:00
339,69208,42692,372321,2019-07-05 14:17:00
340,69208,54010,372321,2019-06-12 08:40:00
341,69208,44409,372321,2019-03-21 11:36:00
342,69208,94632,372321,2019-04-28 15:59:00
343,69208,51747,372321,2019-04-20 09:29:00
344,69208,21453,372321,2019-07-02 12:59:00
345,69208,42627,372321,2019-04-01 08:20:00
346,69208,97637,372321,2019-03-03 09:51:00
347,69208,66062,372321,2019-03-15 09:08:00
348,69208,71259,372321,2019-05-02 11:48:00
349,69208,55007,372321,2019-03-11 12:28:00
350,69208,62050,372321,2019-07-02 09:01:00
351,69208,23494,372321,2019-02-21 15:02:00
352,69208,38720,372321,2019-05-30 08:05:00
353,69208,24349,372321,2019-04-14 15:30:00
354,69208,7654,372321,2019-06-03 11:52:00
355,69208,85699,372321,2019-07-20 09:32:00
356,69208,98036,372321,2019-03-13 09:26:00
357,69208,32455,372321,2019-02-26 13:00:00
358,69208,91032,372321,2019-06-28 11:23:00
359,69208,6897,372321,2019-05-11 08:11:00
360,69208,51077,372321,2019-06-12 13:48:00
361,69208,13633,372321,2019-07-05 10:44:00
362,69208,48273,372322,2019-06-16 08:31:00
363,71475,10234,1002226,2019-03-09 14:44:00
364,71475,75572,1002226,2019-04-26 08:32:00
365,71475,50788,1002226,2019-04-04 14:20:00
366,71475,8847,1002226,2019-05-03 11:51:00
367,71475,34483,1002227,2019-05-15 13:29:00
368,71475,72492,1002227,2019-02-22 15:30:00
369,71475,54332,1002227,2019-04-29 08:22:00
370,75076,30252,420044,2019-03-28 12:37:00
371,75076,50080,420044,2019-05-02 14:27:00
372,75076,98057,420044,2019-07-11 09:29:00
373,75076,30180,420044,2019-07-17 15:43:00
374,75076,92527,420044,2019-03-25 10:47:00
375,75076,24618,420044,2019-07-09 13:48:00
376,75076,6644,420044,2019-06-09 11:51:00
377,75076,24841,420044,2019-07-16 10:33:00
378,75076,20067,420044,2019-04-13 14:49:00
379,75076,6646,420044,2019-05-20 15:04:00
380,75076,90581,420044,2019-05-18 14:48:00
381,75076,50112,420044,2019-05-23 08:02:00
382,75076,75668,420044,2019-05-12 12:47:00
383,75076,66439,420044,2019-04-18 14:58:00
384,75076,16595,420044,2019-07-06 08:43:00
385,75076,71373,420045,2019-03-19 08:35:00
386,75076,49051,420045,2019-04-30 10:53:00
387,75076,34544,420045,2019-02-21 08:23:00
388,75076,1512,420045,2019-07-07 15:39:00
389,82930,82726,779884,2019-04-01 12:23:00
390,82930,72794,779884,2019-03-22 14:42:00
391,82930,43090,779884,2019-05-16 12:35:00
392,82930,16422,779884,2019-05-15 15:58:00
393,82930,85116,779884,2019-04-08 12:03:00
394,82930,83961,779884,2019-03-26 13:41:00
395,82930,29156,779884,2019-03-05 10:46:00
396,82930,89577,779884,2019-07-12 10:17:00
397,82930,45031,779884,2019-03-12 08:45:00
398,82930,67096,779885,2019-06-23 12:50:00
399,13919,53522,323248,2019-07-13 15:41:00
400,13919,61430,323248,2019-07-01 12:48:00
401,13919,33512,323248,2019-07-05 13:33:00
402,13919,45513,323248,2019-05-18 14:37:00
403,13919,90767,323248,2019-04-28 08:49:00
404,13919,11846,323248,2019-04-06 08:44:00
405,13919,25667,323248,2019-07-14 09:30:00
406,13919,27636,323248,2019-05-03 08:56:00
407,13919,63975,323248,2019-05-25 10:16:00
408,13919,50139,323248,2019-05-22 08:25:00
409,13919,86945,323248,2019-03-24 12:32:00
410,13919,87092,323248,2019-04-16 14:33:00
411,13919,68015,323248,2019-03-27 12:41:00
412,13919,79614,323248,2019-04-09 15:24:00
413,13919,31440,323248,2019-05-14 08:03:00
414,13919,57534,323248,2019-04-28 14:12:00
415,13919,26472,323248,2019-02-24 12:33:00
416,13919,6984,323248,2019-04-04 09:07:00
417,13919,33911,323248,2019-05-03 09:20:00
418,13919,44716,323248,2019-03-16 15:52:00
419,13919,57919,323248,2019-04-29 10:50:00
420,13919,95350,323248,2019-05-23 13:39:00
421,13919,95241,323248,2019-04-25 13:29:00
422,13919,59719,323249,2019-07-05 08:52:00
423,42454,32893,7270189,2019-02-25 11:50:00
424,32893,30530,7270189,2019-03-12 11:43:00
425,30530,36647,7270189,2019-03-17 10:25:00
426,36647,64269,7270189,2019-05-29 10:06:00
427,64269,48051,7270189,2019-05-31 09:00:00
428,48051,1970,7270189,2019-07-16 12:45:00
429,44881,76348,5983503,2019-03-06 14:51:00
430,76348,96871,5983503,2019-03-21 13:42:00
431,96871,70897,5983503,2019-04-10 12:57:00
432,70897,98417,5983503,2019-04-16 13:05:00
433,98417,77678,5983503,2019-04-25 15:30:00
434,77678,98047,5983503,2019-05-26 15:13:00
435,98047,60563,5983503,2019-06-05 08:27:00
436,60563,414,5983503,2019-07-15 11:12:00
437,414,84965,5983503,2019-07-19 15:36:00
438,58314,96855,6944610,2019-02-26 15:23:00
439,96855,92885,6944610,2019-02-27 14:59:00
440,92885,85539,6944610,2019-03-06 10:23:00
441,85539,74228,6944610,2019-03-26 11:38:00
442,74228,35778,6944610,2019-04-02 14:36:00
443,35778,66713,6944610,2019-04-08 14:16:00
444,66713,8567,6944610,2019-04-12 13:13:00
445,8567,87555,6944610,2019-04-19 08:32:00
446,87555,91021,6944610,2019-04-19 10:40:00
447,91021,59712,6944610,2019-04-21 11:27:00
448,59712,33274,6944610,2019-04-23 15:22:00
449,33274,95242,6944610,2019-05-07 09:37:00
450,95242,70731,6944610,2019-05-09 15:17:00
451,70731,41780,6944610,2019-05-10 11:49:00
452,41780,35225,6944610,2019-05-15 12:07:00
453,35225,47114,6944610,2019-05-21 11:51:00
454,47114,13272,6944610,2019-05-25 10:01:00
455,13272,5645,6944610,2019-05-31 08:52:00
456,5645,70436,6944610,2019-06-05 10:40:00
457,70436,2802,6944610,2019-06-05 15:30:00
458,2802,87433,6944610,2019-06-13 13:45:00
459,87433,90992,6944610,2019-06-28 15:42:00
460,90992,4943,6944610,2019-07-05 12:15:00
461,83481,18652,7259213,2019-02-24 12:54:00
462,18652,46559,7259213,2019-03-05 13:05:00
463,46559,82128,7259213,2019-03-15 11:01:00
464,82128,35540,7259213,2019-03-18 08:54:00
465,35540,48703,7259213,2019-04-03 11:23:00
466,48703,4689,7259213,2019-04-07 12:59:00
467,4689,73081,7259213,2019-04-14 15:47:00
468,73081,43005,7259213,2019-04-27 13:58:00
469,43005,23718,7259213,2019-04-29 08:56:00
470,23718,75731,7259213,2019-05-10 14:59:00
471,75731,13541,7259213,2019-05-12 14:21:00
472,13541,86616,7259213,2019-05-21 13:00:00
473,86616,30351,7259213,2019-05-23 09:40:00
474,30351,54421,7259213,2019-05-24 13:25:00
475,54421,71902,7259213,2019-05-26 11:49:00
476,71902,89585,7259213,2019-06-09 08:05:00
477,89585,62633,7259213,2019-06-11 08:49:00
478,62633,51413,7259213,2019-06-20 08:02:00
479,51413,51492,7259213,2019-06-20 08:46:00
480,51492,67532,7259213,2019-06-20 13:05:00
481,67532,20238,7259213,2019-06-27 12:15:00
482,20238,95209,7259213,2019-06-30 12:32:00
483,95209,12159,7259213,2019-07-01 14:43:00
484,12159,31132,7259213,2019-07-18 15:43:00
485,51905,83520,7042628,2019-03-13 14:42:00
486,83520,21933,7042628,2019-03-13 15:15:00
487,21933,28680,7042628,2019-03-14 12:39:00
488,28680,61453,7042628,2019-03-18 11:02:00
489,61453,99444,7042628,2019-04-23 11:39:00
490,99444,25410,7042628,2019-04-23 14:34:00
491,25410,98222,7042628,2019-05-27 10:07:00
492,98222,48954,7042628,2019-06-05 13:46:00
493,48954,62123,7042628,2019-06-11 11:03:00
494,62123,1008,7042628,2019-07-01 10:04:00
495,1008,19795,7042628,2019-07-08 10:45:00
496,19795,36123,7042628,2019-07-08 13:22:00
497,47590,16290,7130066,2019-03-08 08:18:00
498,16290,12859,7130066,2019-03-09 10:38:00
499,12859,60685,7130066,2019-03-09 12:49:00
500,60685,93590,7130066,2019-04-08 11:21:00
501,93590,41731,7130066,2019-04-26 09:26:00
502,41731,59544,7130066,2019-04-29 08:02:00
503,59544,34132,7130066,2019-05-05 11:18:00
504,34132,28150,7130066,2019-05-19 15:58:00
505,28150,44752,7130066,2019-05-23 09:43:00
506,44752,63384,7130066,2019-05-25 08:11:00
507,63384,28424,7130066,2019-05-27 08:55:00
508,28424,17067,7130066,2019-06-17 11:40:00
509,17067,61320,7130066,2019-07-05 11:56:00
510,61320,11181,7130066,2019-07-13 10:47:00
511,70212,19597,7474036,2019-03-03 08:17:00
512,19597,1265,7474036,2019-03-13 15:17:00
513,1265,66955,7474036,2019-03-28 13:53:00
514,66955,47361,7474036,2019-04-01 10:29:00
515,47361,55499,7474036,2019-05-11 09:55:00
516,55499,37773,7474036,2019-05-14 10:18:00
517,37773,25554,7474036,2019-05-17 10:12:00
518,25554,59135,7474036,2019-05-24 15:38:00
519,59135,50648,7474036,2019-06-02 15:29:00
520,50648,67134,7474036,2019-06-09 13:36:00
521,67134,98434,7474036,2019-06-15 11:32:00
522,98434,15793,7474036,2019-07-06 08:23:00
523,15793,28005,7474036,2019-07-17 12:02:00
524,28005,77462,7474036,2019-07-18 09:50:00
525,31270,93784,7629866,2019-03-08 13:26:00
526,93784,12394,7629866,2019-03-11 12:28:00
527,12394,12290,7629866,2019-03-27 11:06:00
528,12290,31377,7629866,2019-05-12 15:59:00
529,31377,45615,7629866,2019-06-01 11:47:00
530,45615,18899,7629866,2019-06-17 10:57:00
531,18899,79698,7629866,2019-06-22 10:08:00
532,79698,5891,7629866,2019-07-05 09:12:00
533,5891,27880,7629866,2019-07-06 11:10:00
534,29182,4588,7881878,2019-02-22 08:34:00
535,4588,30874,7881878,2019-03-17 13:11:00
536,30874,10085,7881878,2019-03-21 09:53:00
537,10085,75200,7881878,2019-04-08 10:55:00
538,75200,90043,7881878,2019-04-13 13:58:00
539,90043,18262,7881878,2019-05-10 14:55:00
540,18262,27723,7881878,2019-05-11 11:38:00
541,27723,76733,7881878,2019-05-19 12:43:00
542,76733,60635,7881878,2019-06-01 13:43:00
543,60635,79115,7881878,2019-06-03 12:06:00
544,79115,81153,7881878,2019-07-04 11:40:00
545,81153,61280,7881878,2019-07-07 10:53:00
546,61280,70824,7881878,2019-07-17 13:04:00
547,25682,59982,5505135,2019-02-21 09:10:00
548,59982,87061,5505135,2019-02-21 15:50:00
549,87061,55735,5505135,2019-02-26 08:31:00
550,55735,81463,5505135,2019-03-04 08:29:00
551,81463,29791,5505135,2019-03-20 10:02:00
552,29791,84810,5505135,2019-03-27 14:19:00
553,84810,18415,5505135,2019-03-31 11:07:00
554,18415,40262,5505135,2019-04-11 14:09:00
555,40262,91800,5505135,2019-04-12 09:55:00
556,91800,78720,5505135,2019-04-12 13:13:00
557,78720,23436,5505135,2019-04-17 11:03:00
558,23436,23329,5505135,2019-04-19 14:06:00
559,23329,77289,5505135,2019-05-04 14:02:00
560,77289,24637,5505135,2019-05-14 12:16:00
561,24637,23120,5505135,2019-05-19 14:16:00
562,23120,23021,5505135,2019-06-01 12:50:00
563,23021,35384,5505135,2019-06-04 08:55:00
564,35384,36942,5505135,2019-06-06 12:20:00
565,36942,44071,5505135,2019-06-07 11:07:00
566,44071,6211,5505135,2019-06-30 09:28:00
567,6211,40833,5505135,2019-07-02 15:25:00
568,40833,69782,5505135,2019-07-12 08:39:00
569,69782,1906,5505135,2019-07-12 09:58:00
570,39185,10202,5004735,2019-03-03 14:31:00
571,10202,8566,5004735,2019-03-09 08:11:00
572,8566,68275,5004735,2019-04-03 08:40:00
573,68275,54367,5004735,2019-04-26 15:24:00
